LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
Internet,75,Refinance,Conventional                                      ,472100.0,716,63.88,23.0,36,Own,1,27304.14,UnderGrad
Internet,77,Refinance,Conventional                                      ,446500.0,755,95.0,34.0,30,Own,1,12995.189999999999,PostGrad
TV,78,Refinance,Conventional                                      ,184000.0,787,65.71,43.0,74,Own,1,3039.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,140000.0,758,80.0,33.0,41,Own,0,9290.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,216487.0,742,62.2,32.0,70,Own,1,7639.0,Higher School
Internet,78,Refinance,Conventional                                      ,452000.0,707,80.0,43.0,55,Own,1,14804.14,UnderGrad
Internet,77,Refinance,Conventional                                      ,186000.0,729,80.0,31.0,56,Own,0,8803.08,UnderGrad
TV,76,Refinance,Conventional                                      ,144000.0,784,52.74,32.0,61,Own,1,7478.0,Higher School
TV,77,Refinance,Conventional                                      ,252300.0,738,77.63,36.0,24,Own,1,4666.66,PostGrad
Internet,77,Refinance,Conventional                                      ,185600.0,796,80.0,45.0,56,Own,1,5009.87,UnderGrad
Internet,75,Refinance,Conventional                                      ,404500.0,753,70.84,25.0,59,Own,1,24609.69,UnderGrad
Internet,76,Refinance,Conventional                                      ,214400.0,777,80.0,28.0,60,Own,1,8918.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,119000.0,774,70.0,41.0,63,Own,1,6478.46,UnderGrad
Radio,75,Refinance,Conventional                                      ,392000.0,696,80.0,41.0,54,Own,0,12850.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,232000.0,788,80.0,34.0,37,Own,1,7561.54,Higher School
Internet,75,Refinance,Conventional                                      ,218727.0,707,58.32,37.0,45,Own,1,8144.17,UnderGrad
Internet,77,Refinance,Conventional                                      ,453000.0,707,94.37,44.0,47,Own,0,8363.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,180000.0,783,52.94,42.0,72,Own,0,4497.2,UnderGrad
Internet,77,Refinance,Conventional                                      ,178143.0,783,53.17,41.0,76,Own,1,4481.18,PostGrad
Internet,Other,Refinance,Conventional                                      ,410000.0,700,68.33,26.0,52,Own,0,11250.0,UnderGrad
Radio,77,Refinance,Conventional                                      ,177600.0,697,80.0,39.0,51,Own,1,6025.0,UnderGrad
Internet,78,Refinance,VA                                                ,314500.0,662,68.66,,63,Own,0,0.0,PostGrad
Repeat Client,76,Refinance,Conventional                                      ,480000.0,664,80.0,39.0,67,Own,1,10050.75,UnderGrad
Internet,76,Refinance,Conventional                                      ,104000.0,702,52.0,20.0,59,Own,0,5416.66,Higher School
Internet,77,Refinance,FHA                                               ,226754.0,684,76.84,54.0,54,Own,1,7049.45,UnderGrad
Radio,Other,Refinance,Conventional                                      ,308000.0,779,52.2,41.0,60,Own,0,16250.0,UnderGrad
TV,77,Refinance,Conventional                                      ,120560.0,719,80.0,50.0,50,Own,1,3425.07,UnderGrad
Internet,76,Refinance,Conventional                                      ,320600.0,746,78.19,42.0,68,Own,1,7989.83,UnderGrad
Internet,76,Refinance,Conventional                                      ,413600.0,706,80.0,33.0,46,Own,0,12250.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,280000.0,714,66.66,34.0,43,Own,0,11249.99,UnderGrad
Internet,76,Refinance,Conventional                                      ,224250.0,697,75.0,44.0,67,Own,1,5037.98,UnderGrad
Internet,77,Refinance,Conventional                                      ,376873.0,768,71.78,24.0,50,Own,1,14809.71,PHD
Internet,75,Refinance,Conventional                                      ,320000.0,736,80.0,32.0,38,Own,1,17142.78,UnderGrad
Internet,75,Refinance,Conventional                                      ,400300.0,620,89.95,37.0,44,Own,1,15995.99,Higher School
Internet,75,Refinance,Conventional                                      ,113200.0,752,75.46,31.0,53,Own,1,16392.13,Higher School
Internet,77,Refinance,Conventional                                      ,138000.0,710,35.38,39.0,43,Own,1,7349.83,UnderGrad
Internet,75,Refinance,Conventional                                      ,510400.0,778,79.37,36.0,35,Own,1,21416.67,PHD
Other,Other,Refinance,Conventional                                      ,70000.0,730,73.68,46.0,73,Own,0,1723.61,UnderGrad
Other,75,Refinance,Conventional                                      ,325000.0,753,65.0,24.0,35,Own,0,18000.0,UnderGrad
Other,75,Refinance,Conventional                                      ,357200.0,784,95.0,26.0,41,Own,1,12779.89,UnderGrad
Other,75,Refinance,Conventional                                      ,208200.0,680,62.14,49.0,54,Own,1,15516.73,PostGrad
Internet,76,Refinance,Conventional                                      ,264000.0,792,80.0,26.0,53,Own,1,12500.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,369100.0,750,86.84,24.0,42,Own,1,14687.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,125000.0,666,46.46,42.0,76,Own,1,3509.0,Higher School
Internet,78,Refinance,Conventional                                      ,244333.0,792,56.16,24.0,64,Own,1,18750.0,UnderGrad
Other,78,Refinance,Conventional                                      ,218650.0,740,72.64,28.0,45,Own,0,7316.98,UnderGrad
Radio,75,Refinance,Conventional                                      ,278670.0,766,51.9,24.0,48,Own,1,23907.96,PostGrad
Radio,75,Refinance,Conventional                                      ,110000.0,699,68.75,45.0,46,Own,0,5000.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,252554.0,806,63.13,19.0,39,Own,1,13802.529999999999,UnderGrad
Other,77,Refinance,Conventional                                      ,260000.0,798,91.22,20.0,32,Own,0,13333.32,UnderGrad
Internet,76,Refinance,Conventional                                      ,428000.0,807,80.0,28.0,41,Own,1,14539.53,UnderGrad
Internet,75,Refinance,Conventional                                      ,181800.0,796,38.27,43.0,71,Own,1,7808.34,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,176000.0,810,80.0,36.0,58,Own,0,4700.26,UnderGrad
Radio,77,Refinance,Conventional                                      ,175000.0,786,66.03,38.0,74,Own,1,4780.82,UnderGrad
Radio,76,Refinance,Conventional                                      ,251600.0,750,93.18,37.0,34,Own,1,8119.3,UnderGrad
Internet,77,Refinance,Conventional                                      ,120000.0,670,61.53,38.0,57,Own,1,6242.07,UnderGrad
TV,75,Refinance,Conventional                                      ,190000.0,688,59.37,40.0,52,Own,1,3858.59,UnderGrad
Internet,78,Refinance,Conventional                                      ,177000.0,749,59.0,39.0,65,Own,0,6698.0,UnderGrad
Other,75,Refinance,Conventional                                      ,165200.0,645,55.81,35.0,52,Own,1,11709.36,UnderGrad
Internet,75,Refinance,Conventional                                      ,88000.0,736,80.0,37.0,56,Own,0,5416.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,70000.0,730,60.08,22.0,52,Own,1,2437.97,UnderGrad
Internet,76,Refinance,Conventional                                      ,80000.0,758,59.25,36.0,64,Own,0,2207.68,PostGrad
Other,75,Refinance,Conventional                                      ,269800.0,808,49.05,36.0,53,Own,1,7267.5,UnderGrad
Internet,76,Refinance,Conventional                                      ,427250.0,754,68.91,30.0,46,Own,1,14593.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,419250.0,675,75.0,38.0,48,Own,1,13076.09,UnderGrad
Internet,78,Refinance,Conventional                                      ,113600.0,733,26.72,34.0,40,Own,0,2750.0,Higher School
Internet,76,Refinance,VA                                                ,272842.0,701,98.72,,58,Own,1,0.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,217500.0,650,75.0,43.0,57,Own,0,9866.92,PHD
Internet,78,Refinance,Conventional                                      ,399000.0,785,47.5,35.0,70,Own,1,12010.58,PostGrad
Other,76,Refinance,FHA                                               ,183666.0,625,82.04,46.0,49,Own,1,8456.75,Higher School
Internet,78,Refinance,Conventional                                      ,305000.0,793,55.45,34.0,57,Own,1,15455.32,UnderGrad
Radio,75,Refinance,Conventional                                      ,408750.0,664,75.0,42.0,54,Own,1,12462.630000000001,UnderGrad
TV,75,Refinance,Conventional                                      ,268000.0,727,64.26,44.0,65,Own,1,12940.83,Higher School
Internet,77,Refinance,Conventional                                      ,180509.0,767,63.78,25.0,35,Own,1,9375.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,238375.0,774,69.59,45.0,34,Own,1,10171.7,UnderGrad
TV,76,Refinance,Conventional                                      ,141000.0,684,60.0,44.0,62,Own,1,4271.33,UnderGrad
Internet,76,Refinance,Conventional                                      ,189000.0,693,63.0,42.0,50,Own,1,4420.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,234400.0,794,80.0,22.0,58,Own,1,10558.46,UnderGrad
Internet,75,Refinance,FHA                                               ,172873.0,580,45.91,37.0,61,Own,1,5971.2,UnderGrad
Internet,78,Refinance,Conventional                                      ,225000.0,650,64.28,39.0,60,Own,0,6523.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,172000.0,739,55.48,44.0,49,Own,1,4233.63,UnderGrad
Radio,75,Refinance,Conventional                                      ,275000.0,778,69.62,49.0,46,Own,1,5645.51,UnderGrad
Internet,76,Refinance,Conventional                                      ,152000.0,667,65.23,34.0,38,Own,1,4853.33,UnderGrad
Internet,Other,Refinance,Conventional                                      ,271750.0,780,77.64,35.0,50,Own,1,9989.8,UnderGrad
Internet,78,Refinance,Conventional                                      ,100000.0,670,30.76,44.0,58,Own,0,2500.0,Higher School
TV,78,Refinance,Conventional                                      ,330000.0,708,48.52,38.0,79,Own,0,12242.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,364800.0,677,80.0,49.0,48,Own,1,8729.61,UnderGrad
Internet,Other,Refinance,Conventional                                      ,274500.0,771,90.0,41.0,47,Own,1,8333.0,UnderGrad
Internet,78,Refinance,VA                                                ,174500.0,780,93.85,,27,Own,1,0.0,PostGrad
Other,75,Refinance,Conventional                                      ,162500.0,795,55.84,18.0,46,Own,1,12311.33,UnderGrad
TV,77,Refinance,Conventional                                      ,412500.0,664,75.0,29.0,48,Own,0,17530.38,UnderGrad
Internet,75,Refinance,Conventional                                      ,258000.0,767,61.87,38.0,34,Own,1,8926.67,PostGrad
Radio,76,Refinance,Conventional                                      ,510400.0,784,76.17,30.0,49,Own,0,14333.33,PHD
Internet,Other,Refinance,FHA                                               ,216015.0,675,96.5,35.0,55,Rent,1,8375.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,254600.0,779,56.57,29.0,67,Own,1,11258.43,UnderGrad
Radio,75,Refinance,Conventional                                      ,136617.0,707,69.34,32.0,53,Own,1,7763.35,UnderGrad
TV,76,Refinance,Conventional                                      ,150000.0,687,56.6,13.0,59,Own,1,16193.66,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,300000.0,799,50.0,27.0,57,Own,1,12360.72,UnderGrad
TV,75,Refinance,FHA                                               ,275132.0,662,88.65,53.0,50,Own,1,9870.85,PHD
Internet,75,Refinance,Conventional                                      ,240000.0,791,72.72,21.0,53,Own,1,12083.51,UnderGrad
Internet,75,Refinance,Conventional                                      ,202000.0,777,65.16,26.0,34,Own,1,11741.6,PostGrad
TV,75,Refinance,Conventional                                      ,155000.0,704,49.2,24.0,51,Own,1,15958.0,UnderGrad
Internet,75,Refinance,FHA                                               ,156657.0,660,96.49,32.0,30,Rent,0,5552.07,Higher School
Other,76,Refinance,FHA                                               ,196377.0,665,96.5,52.0,53,Rent,1,4474.34,UnderGrad
TV,77,Refinance,Conventional                                      ,200000.0,706,52.63,44.0,57,Own,0,6900.0,Higher School
Internet,77,Refinance,Conventional                                      ,414100.0,768,77.6,44.0,67,Own,1,7910.86,UnderGrad
Internet,75,Refinance,Conventional                                      ,165800.0,719,56.97,29.0,59,Own,1,11070.84,UnderGrad
Internet,77,Refinance,Conventional                                      ,125200.0,738,53.05,25.0,52,Own,1,14351.470000000001,Higher School
Repeat Client,78,Refinance,Conventional                                      ,350000.0,709,56.17,33.0,43,Own,0,13020.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,271920.0,773,54.38,26.0,65,Own,1,14926.56,UnderGrad
Internet,75,Refinance,Conventional                                      ,314141.0,728,54.63,31.0,63,Own,0,21917.0,UnderGrad
Other,75,Refinance,Conventional                                      ,145000.0,694,46.03,49.0,27,Rent,0,2690.17,UnderGrad
Internet,76,Refinance,Conventional                                      ,196000.0,780,80.0,42.0,74,Own,1,6184.05,UnderGrad
Internet,75,Refinance,Conventional                                      ,243000.0,728,87.41,41.0,42,Own,1,14458.45,UnderGrad
Other,76,Refinance,Conventional                                      ,286000.0,744,71.5,28.0,33,Own,1,9180.0,UnderGrad
TV,76,Refinance,Conventional                                      ,403750.0,673,95.0,33.0,41,Rent,1,10183.6,UnderGrad
TV,77,Refinance,Conventional                                      ,224000.0,667,70.0,44.0,52,Own,1,4909.45,UnderGrad
Radio,76,Refinance,Conventional                                      ,344200.0,720,91.54,37.0,43,Own,1,10801.98,Higher School
Internet,77,Refinance,Conventional                                      ,393211.0,739,92.52,24.0,45,Own,1,18925.4,UnderGrad
Internet,78,Refinance,Conventional                                      ,134000.0,636,52.54,37.0,45,Own,1,4804.08,Higher School
Radio,75,Refinance,Conventional                                      ,142000.0,710,78.88,42.0,51,Own,0,9223.41,PostGrad
Other,75,Refinance,Conventional                                      ,318480.0,749,30.3,38.0,36,Own,1,7339.6,UnderGrad
Other,75,Refinance,Conventional                                      ,487720.0,730,62.44,32.0,57,Own,1,16677.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,262434.0,774,74.98,39.0,65,Own,1,7022.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,238102.0,796,58.07,44.0,51,Own,1,7696.25,UnderGrad
Internet,77,Refinance,Conventional                                      ,161200.0,730,59.7,44.0,76,Own,1,3208.0,UnderGrad
TV,76,Refinance,Conventional                                      ,205000.0,775,75.92,60.0,61,Own,0,6250.0,Higher School
TV,76,Refinance,Conventional                                      ,229029.0,758,76.34,37.0,66,Own,1,7420.16,UnderGrad
Other,76,Refinance,Conventional                                      ,127500.0,809,49.22,48.0,36,Own,1,6250.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,214400.0,738,80.0,27.0,72,Own,1,5837.45,PostGrad
TV,77,Refinance,Conventional                                      ,304000.0,709,80.0,26.0,40,Own,0,8033.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,413250.0,633,95.0,42.0,46,Own,1,9768.14,UnderGrad
Repeat Client,77,Refinance,Conventional                                      ,425000.0,693,68.0,49.0,56,Own,1,12500.0,UnderGrad
Radio,77,Refinance,Conventional                                      ,301600.0,745,79.36,26.0,51,Own,1,16505.33,PostGrad
TV,75,Refinance,Conventional                                      ,75000.0,767,68.8,38.0,68,Own,1,4980.0,Higher School
Internet,75,Refinance,Conventional                                      ,231000.0,667,70.0,42.0,39,Own,1,5416.67,UnderGrad
Internet,76,Refinance,Conventional                                      ,343940.0,807,66.14,44.0,60,Own,1,9659.11,UnderGrad
Internet,77,Refinance,Conventional                                      ,174000.0,752,52.09,21.0,49,Own,0,11600.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,296400.0,754,65.14,33.0,59,Own,1,21144.489999999998,UnderGrad
Other,75,Refinance,Conventional                                      ,155000.0,776,65.4,32.0,75,Own,0,5065.8,UnderGrad
Internet,75,Refinance,Conventional                                      ,206250.0,691,75.0,33.0,45,Own,1,7735.59,UnderGrad
TV,76,Refinance,Conventional                                      ,385000.0,785,58.33,30.0,49,Own,1,14122.92,UnderGrad
Internet,76,Refinance,Conventional                                      ,334195.0,773,83.54,33.0,59,Own,1,8652.64,UnderGrad
Internet,75,Refinance,Conventional                                      ,200000.0,700,51.28,20.0,54,Own,1,10231.87,UnderGrad
Other,76,Refinance,Conventional                                      ,154347.0,745,70.15,45.0,43,Own,0,4250.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,303000.0,721,65.16,25.0,49,Own,0,15750.0,Higher School
TV,78,Refinance,Conventional                                      ,336012.0,703,52.66,44.0,54,Own,1,9850.3,Higher School
Other,77,Refinance,Conventional                                      ,159000.0,801,51.45,22.0,50,Own,1,8411.68,UnderGrad
Other,76,Refinance,Conventional                                      ,129200.0,789,52.73,27.0,43,Own,1,4223.08,UnderGrad
Internet,76,Refinance,Conventional                                      ,422750.0,697,95.0,25.0,53,Rent,1,18000.0,UnderGrad
Internet,77,Refinance,VA                                                ,186104.0,778,92.58,,61,Own,1,0.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,240000.0,673,68.57,26.0,46,Own,0,22166.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,180500.0,689,75.2,36.0,34,Own,1,6049.85,UnderGrad
Radio,75,Refinance,Conventional                                      ,400000.0,711,76.19,42.0,42,Own,0,9500.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,70000.0,785,94.91,25.0,34,Rent,1,2599.82,UnderGrad
Internet,75,Refinance,Conventional                                      ,461000.0,791,76.83,42.0,30,Own,1,10995.57,UnderGrad
Radio,75,Refinance,Conventional                                      ,265000.0,774,70.66,25.0,44,Own,1,10603.21,UnderGrad
Internet,76,Refinance,Conventional                                      ,365000.0,816,79.34,35.0,43,Own,0,9330.0,UnderGrad
Internet,78,Refinance,FHA                                               ,191565.0,688,96.49,45.0,30,Own,1,5548.77,PostGrad
Repeat Client,76,Refinance,Conventional                                      ,274000.0,814,51.69,29.0,69,Own,1,10650.23,UnderGrad
Internet,77,Refinance,Conventional                                      ,268500.0,729,76.71,37.0,61,Own,0,17250.0,UnderGrad
TV,76,Refinance,Conventional                                      ,185000.0,623,46.59,44.0,69,Own,1,7374.1900000000005,PHD
TV,76,Refinance,Conventional                                      ,208000.0,679,80.0,44.0,53,Own,1,6667.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,182000.0,790,72.8,38.0,56,Own,0,7703.0,UnderGrad
Other,75,Refinance,Conventional                                      ,135850.0,768,95.0,30.0,24,Rent,1,5084.57,UnderGrad
Internet,75,Refinance,Conventional                                      ,80000.0,717,80.0,44.0,59,Own,1,3180.3,Higher School
Internet,76,Refinance,Conventional                                      ,231100.0,737,82.53,29.0,27,Own,1,8893.73,PostGrad
Radio,76,Refinance,Conventional                                      ,238000.0,714,79.33,27.0,40,Own,1,11077.05,UnderGrad
Internet,76,Refinance,Conventional                                      ,166577.0,629,74.03,28.0,51,Own,1,6820.3,UnderGrad
TV,77,Refinance,FHA                                               ,162011.0,671,96.5,36.0,51,Rent,1,10653.529999999999,Higher School
Internet,75,Refinance,Conventional                                      ,121100.0,659,70.0,29.0,56,Own,0,6000.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,245000.0,633,70.0,38.0,47,Own,0,6971.66,UnderGrad
Internet,75,Refinance,Conventional                                      ,301463.0,630,75.36,38.0,45,Own,1,10566.67,UnderGrad
Radio,75,Refinance,Conventional                                      ,309886.0,783,88.53,30.0,31,Own,1,9583.34,UnderGrad
Internet,75,Refinance,Conventional                                      ,381600.0,780,78.84,27.0,39,Own,1,11981.53,PostGrad
Other,75,Refinance,Conventional                                      ,150000.0,684,78.98,34.0,55,Own,0,7166.67,UnderGrad
Radio,75,Refinance,Conventional                                      ,110000.0,726,40.74,43.0,52,Own,0,5986.0,Higher School
Other,75,Refinance,Conventional                                      ,450000.0,785,58.44,36.0,60,Own,1,14628.66,UnderGrad
Internet,77,Refinance,Conventional                                      ,105000.0,753,61.76,25.0,73,Own,0,5212.0,Higher School
Radio,75,Refinance,Conventional                                      ,377136.0,805,80.0,15.0,60,Own,1,25000.0,PostGrad
Radio,77,Refinance,Conventional                                      ,148200.0,740,58.11,39.0,43,Own,0,6413.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,70000.0,691,56.0,98.0,64,Own,0,848.76,UnderGrad
Radio,76,Refinance,Conventional                                      ,315000.0,716,53.38,16.0,52,Own,1,24605.23,UnderGrad
Internet,77,Refinance,Conventional                                      ,321500.0,789,42.86,30.0,67,Own,0,10000.0,UnderGrad
TV,75,Refinance,Conventional                                      ,510400.0,702,56.83,49.0,46,Own,1,18051.67,UnderGrad
Internet,75,Refinance,Conventional                                      ,174950.0,692,58.31,35.0,32,Own,1,7678.1,Higher School
Other,75,Refinance,Conventional                                      ,299494.0,812,59.77,32.0,70,Own,0,12127.93,UnderGrad
Internet,76,Refinance,Conventional                                      ,250750.0,699,85.0,34.0,42,Own,1,11039.29,Higher School
Internet,77,Refinance,Conventional                                      ,318300.0,731,74.89,33.0,63,Own,0,9500.0,Higher School
Internet,75,Refinance,Conventional                                      ,325800.0,812,50.9,47.0,66,Own,1,4941.92,UnderGrad
Other,75,Refinance,Conventional                                      ,292000.0,781,80.0,26.0,38,Own,0,8500.0,PHD
Internet,77,Refinance,Conventional                                      ,211550.0,790,91.97,32.0,36,Own,1,5229.0,UnderGrad
TV,75,Refinance,Conventional                                      ,200000.0,754,80.0,24.0,57,Own,0,7500.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,92000.0,649,40.0,39.0,58,Own,1,4218.73,Higher School
Radio,75,Refinance,Conventional                                      ,240150.0,802,67.64,29.0,39,Own,1,7916.67,UnderGrad
Internet,75,Refinance,Conventional                                      ,108000.0,795,80.0,39.0,30,Own,1,5189.16,UnderGrad
Internet,77,Refinance,Conventional                                      ,144200.0,571,70.0,34.0,59,Own,1,21902.9,UnderGrad
TV,76,Refinance,Conventional                                      ,412000.0,803,60.58,29.0,39,Own,1,14223.04,UnderGrad
Radio,77,Refinance,Conventional                                      ,130000.0,685,50.0,41.0,53,Own,1,5187.87,UnderGrad
Internet,78,Refinance,Conventional                                      ,304000.0,709,95.0,30.0,42,Own,0,15292.0,UnderGrad
Other,77,Refinance,VA                                                ,361553.0,693,97.71,,51,Own,1,0.0,UnderGrad
Internet,Other,Refinance,VA                                                ,269028.0,760,92.3,,37,Own,1,0.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,224000.0,714,67.87,20.0,49,Own,1,19686.25,UnderGrad
Internet,79,Refinance,Conventional                                      ,84800.0,692,80.0,41.0,66,Own,0,3215.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,175000.0,707,35.21,26.0,56,Own,1,9166.67,Higher School
Internet,75,Refinance,Conventional                                      ,200000.0,689,76.92,44.0,54,Own,1,6884.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,310998.0,686,78.73,46.0,43,Own,1,10501.91,UnderGrad
Internet,75,Refinance,Conventional                                      ,352000.0,691,80.0,42.0,69,Own,1,14663.630000000001,UnderGrad
Internet,76,Refinance,Conventional                                      ,449100.0,785,58.78,21.0,49,Own,1,22423.0,PostGrad
Other,75,Refinance,FHA                                               ,258236.0,689,96.5,39.0,31,Own,1,12953.59,UnderGrad
Internet,75,Refinance,Conventional                                      ,319500.0,723,90.0,43.0,43,Own,1,6868.19,UnderGrad
TV,77,Refinance,Conventional                                      ,510400.0,758,39.26,39.0,53,Own,1,26479.46,UnderGrad
Internet,76,Refinance,Conventional                                      ,185000.0,768,68.51,19.0,43,Own,0,13361.33,UnderGrad
Radio,75,Refinance,Conventional                                      ,172000.0,746,67.45,37.0,67,Own,1,5715.44,UnderGrad
Repeat Client,Other,Refinance,Conventional                                      ,200000.0,693,57.14,27.0,40,Own,1,17983.0,UnderGrad
TV,75,Refinance,Conventional                                      ,169000.0,733,46.94,26.0,59,Own,0,6678.34,UnderGrad
TV,77,Refinance,Conventional                                      ,199200.0,789,80.0,34.0,48,Own,1,6269.83,PostGrad
TV,75,Refinance,FHA                                               ,203250.0,606,96.5,41.0,39,Own,1,9346.95,Higher School
Internet,78,Refinance,Conventional                                      ,340000.0,811,68.0,19.0,54,Own,1,17739.0,UnderGrad
Other,76,Refinance,FHA                                               ,206196.0,725,96.5,44.0,62,Rent,1,6021.1,PostGrad
Repeat Client,75,Refinance,Conventional                                      ,304000.0,731,80.0,49.0,51,Own,1,9870.84,PostGrad
Repeat Client,Other,Refinance,Conventional                                      ,270000.0,774,58.69,38.0,58,Own,1,12500.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,174870.0,697,47.9,41.0,53,Own,1,10636.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,70000.0,671,30.43,26.0,53,Own,0,7800.0,PostGrad
Other,75,Refinance,Conventional                                      ,179975.0,697,74.98,45.0,35,Own,1,6429.27,PostGrad
Radio,75,Refinance,Conventional                                      ,219750.0,625,75.0,30.0,52,Own,1,7083.35,UnderGrad
Other,76,Refinance,FHA                                               ,292646.0,697,88.49,30.0,39,Own,1,11532.94,UnderGrad
Radio,75,Refinance,Conventional                                      ,368000.0,647,80.0,37.0,39,Own,1,10348.77,UnderGrad
Radio,76,Refinance,Conventional                                      ,293000.0,728,72.34,42.0,53,Own,1,9086.77,UnderGrad
Internet,76,Refinance,Conventional                                      ,224000.0,807,57.43,33.0,43,Own,0,6272.52,Higher School
Internet,75,Refinance,Conventional                                      ,292000.0,716,80.0,42.0,42,Own,1,10201.63,UnderGrad
Other,75,Refinance,Conventional                                      ,479325.0,653,77.0,35.0,48,Own,1,19412.03,UnderGrad
Internet,77,Refinance,Conventional                                      ,180000.0,816,75.0,42.0,57,Own,0,8000.0,Higher School
TV,76,Refinance,Conventional                                      ,347200.0,768,80.0,38.0,31,Own,1,9292.56,UnderGrad
Internet,77,Refinance,Conventional                                      ,294500.0,704,95.0,39.0,63,Own,1,11369.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,200000.0,750,52.08,25.0,41,Own,1,9485.0,PHD
Other,75,Refinance,Conventional                                      ,125100.0,808,74.91,18.0,46,Own,1,7490.67,Higher School
Internet,76,Refinance,Conventional                                      ,70000.0,664,40.0,16.0,62,Own,1,6207.19,UnderGrad
Radio,Other,Refinance,Conventional                                      ,175000.0,770,61.4,59.0,50,Own,1,4006.5,Higher School
Internet,76,Refinance,Conventional                                      ,388385.0,801,77.69,39.0,56,Own,1,18028.08,UnderGrad
Internet,78,Refinance,Conventional                                      ,219000.0,812,51.52,37.0,44,Own,0,8160.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,465750.0,809,75.0,49.0,45,Own,1,15833.05,UnderGrad
TV,78,Refinance,Conventional                                      ,263125.0,698,75.17,35.0,38,Own,1,10405.66,UnderGrad
Other,75,Refinance,Conventional                                      ,208000.0,700,77.03,34.0,49,Own,1,12326.529999999999,UnderGrad
Internet,78,Refinance,Conventional                                      ,115000.0,707,57.5,48.0,41,Rent,1,5955.77,UnderGrad
Internet,75,Refinance,Conventional                                      ,172000.0,701,53.75,17.0,50,Own,1,14395.0,UnderGrad
Radio,77,Refinance,Conventional                                      ,336000.0,803,80.0,39.0,53,Own,1,8601.87,PHD
Internet,76,Refinance,Conventional                                      ,195000.0,648,62.5,44.0,66,Own,1,6039.49,UnderGrad
TV,75,Refinance,Conventional                                      ,212700.0,749,57.95,25.0,43,Own,1,9584.58,UnderGrad
Internet,78,Refinance,Conventional                                      ,367050.0,784,30.58,24.0,74,Own,0,15800.0,UnderGrad
Other,75,Refinance,FHA                                               ,228657.0,775,92.1,25.0,33,Own,1,9529.0,PostGrad
TV,76,Refinance,Conventional                                      ,250000.0,688,54.34,44.0,64,Own,1,6120.0,PHD
Other,77,Refinance,Conventional                                      ,344049.0,787,70.5,47.0,39,Own,1,17500.0,UnderGrad
Other,75,Refinance,Conventional                                      ,315000.0,774,75.0,43.0,34,Own,1,24029.35,UnderGrad
Internet,75,Refinance,FHA                                               ,121318.0,651,96.93,38.0,60,Own,1,5208.31,UnderGrad
Radio,76,Refinance,Conventional                                      ,96000.0,792,34.65,18.0,52,Own,1,10785.34,UnderGrad
TV,76,Refinance,Conventional                                      ,156100.0,801,50.19,12.0,57,Own,0,27456.0,PostGrad
Internet,77,Refinance,Conventional                                      ,237599.0,746,79.99,33.0,49,Own,1,14408.66,UnderGrad
Internet,77,Refinance,Conventional                                      ,75000.0,620,23.8,40.0,69,Own,0,3600.0,PostGrad
Internet,78,Refinance,FHA                                               ,228779.0,721,96.5,53.0,33,Own,1,3794.64,Higher School
