LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
504718,4/7/2020 12:25,Internet,"Corcoran, Karla",Refinance Team - 4103,,4102190252,,4102,Refinance Cash-out                                ,Conventional                                      ,484350,767,34.59,22,66,20,25953.16,Own,Little Elm,TX,TRUE,0,0,0
504727,4/7/2020 13:01,Internet,"Giles, John",Refinance Team - 4102,77059,4102207431,4/30/2020,4102,Refinance Cash-out                                ,Conventional                                      ,230000,763,57.5,47,78,16,4597.59,Own,Houston,TX,TRUE,16,74,985.5
504729,4/7/2020 13:04,Referral,"Knight, Ken",Purchase Team - 4105,75056,4105206703,4/17/2020,4105,Purchase                                          ,Conventional                                      ,320000,759,88.88,26,25,16,8333.33,Rent,Dallas,TX,TRUE,14,26,0
504748,4/7/2020 13:52,Radio,"Flores, Lupe",Refinance Team - 4101,76227,4101206808,4/24/2020,4101,Refinance                                         ,Conventional                                      ,260500,733,93.03,34,47,19,7833.33,Own,Aubrey,TX,TRUE,12,43,2118.56
504764,4/7/2020 14:44,Self Sourced,"Bennett, Eric",Refinance Team - 4101,75075,4101206629,5/17/2020,4101,Refinance Cash-out                                ,Conventional                                      ,187800,737,65.66,32,60,14,6439.08,Own,Plano,TX,TRUE,0,0,0
504766,4/7/2020 14:44,Internet,"Flores, Lupe",Refinance Team - 4101,76065,4101206716,4/30/2020,4101,Refinance Cash-out                                ,Conventional                                      ,355000,764,78.53,32,39,14,7276,Own,Midlothian,TX,TRUE,14,37,6653.9
504784,4/7/2020 15:38,Internet,"Mishou, Stephanie",Refinance Team - 4101,76078,4101206735,5/16/2020,4101,Refinance                                         ,Conventional                                      ,87580,700,47.34,37,53,16,2929,Own,Rhome,TX,TRUE,0,0,0
504796,4/7/2020 16:23,TV,"Corcoran, Karla",Refinance Team - 4103,75142,4103208331,5/23/2020,4103,Refinance                                         ,Conventional                                      ,433836,712,94.34,48,56,14,9241.83,Own,Kaufman,TX,TRUE,12,52,7084.13
504797,4/7/2020 16:24,TV,"Morgan, Matthew",Refinance Team - 4103,77550,4103205570,4/24/2020,4103,Refinance Cash-out                                ,Conventional                                      ,258500,735,74.92,31,60,16,17133,Own,GALVESTON,TX,TRUE,0,0,0
504802,4/7/2020 16:31,Repeat Client,"Murphy, John",Refinance Team - 4101,76063,4101207618,4/29/2020,4101,Refinance                                         ,Conventional                                      ,156650,780,71.52,35,46,16,9010.19,Own,Mansfield,TX,TRUE,0,0,0
504815,4/7/2020 17:01,Radio,"Corcoran, Karla",Refinance Team - 4103,75034,4103208065,5/19/2020,4103,Refinance Cash-out                                ,Conventional                                      ,240000,703,59.25,25,59,14,9575.48,Own,Frisco,TX,TRUE,0,0,0
504834,4/7/2020 18:09,Internet,"Mishou, Stephanie",Refinance Team - 4101,77423,41012010032,6/19/2020,4101,Refinance                                         ,Conventional                                      ,228200,755,86.11,48,42,18,5553.53,Own,Fulshear,TX,TRUE,0,0,0
504838,4/7/2020 18:29,Repeat Client,"Vander Plaats, Brian",Refinance Team - 4102,77384,4102203669,,4102,Refinance                                         ,FHA                                               ,176638,613,91.36,36,79,16,4050,Own,Conroe,TX,TRUE,0,0,0
504845,4/7/2020 19:29,Radio,"Matthews, Patrick",Refinance Team - 4103,75070,4103207327,4/24/2020,4103,Refinance                                         ,Conventional                                      ,239595,723,82.33,31,38,14,8041.67,Own,McKinney,TX,TRUE,0,0,0
505728,4/12/2020 10:20,Internet,"Johnson, Adrienne",Refinance Team - 4103,77494,4103207147,,4103,Refinance                                         ,Conventional                                      ,277180,757,69.29,23,41,16,11332,Own,Katy,TX,TRUE,16,40,0
505836,4/13/2020 8:12,Radio,"Bennett, Eric",Refinance Team - 4101,76233,4101207605,6/20/2020,4101,Refinance Cash-out                                ,Conventional                                      ,123750,657,67.25,29,47,16,11121.07,Own,Collinsville,TX,TRUE,0,0,0
505837,4/13/2020 8:17,TV,"Frank, Michael",Refinance Team - 4103,75035,4103207013,5/7/2020,4103,Refinance Cash-out                                ,Conventional                                      ,344000,737,80,39,57,12,12758.66,Own,Frisco,TX,TRUE,12,52,0
505845,4/13/2020 8:52,Internet,"Johnson, Chris",Refinance Team - 4102,76116,41022010106,6/4/2020,4102,Refinance Cash-out                                ,Conventional                                      ,390000,750,79.59,40,44,14,12911.62,Own,Fort Worth,TX,TRUE,0,0,0
505846,4/13/2020 8:56,Repeat Client,"Boldt, Bob",Refinance Team - 4101,76009,4101206981,,4101,Refinance                                         ,Conventional                                      ,113400,767,37.8,31,62,14,6666,Own,Alvarado,TX,TRUE,0,0,0
505848,4/13/2020 9:01,Internet,"Barlow, Michael",Refinance Team - 4103,79261,4103208145,6/3/2020,4103,Refinance Cash-out                                ,Conventional                                      ,200000,633,66.66,87,46,16,0,Own,Turkey,TX,TRUE,14,43,3614.25
505860,4/13/2020 9:43,Repeat Client,"Cobb, William",Purchase Team - 4105,75070,4105206940,5/17/2020,4105,Refinance                                         ,Conventional                                      ,202789,772,73.47,25,60,16,19489.29,Own,McKinney,TX,TRUE,0,0,0
505861,4/13/2020 9:45,Internet,"Milburn, Joe",Purchase Team - 4105,75234,4105207100,5/5/2020,4105,Purchase                                          ,Conventional                                      ,242500,750,97,42,26,16,6250,Rent,Farmers Branch,TX,TRUE,14,30,3500
505875,4/13/2020 10:43,Internet,"Ancell, Susan",Purchase Team - 4105,75252,4105206999,,4105,Refinance                                         ,Conventional                                      ,286000,773,69.75,27,56,16,7635,Own,Dallas,TX,TRUE,0,0,0
505889,4/13/2020 11:25,TV,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,76052,4103207244,4/30/2020,4103,Refinance Cash-out                                ,Conventional                                      ,203000,765,46.66,44,67,16,1243.6,Own,Haslet,TX,TRUE,16,69,5407.57
505903,4/13/2020 11:55,Internet,"Nguyen, Tu",Refinance Team - 4102,77356,4102207005,4/28/2020,4102,Refinance                                         ,Conventional                                      ,227000,722,92.65,28,35,16,5060,Own,Montgomery,TX,TRUE,16,35,4356.25
505905,4/13/2020 12:04,TV,"Cobb, William",Purchase Team - 4105,77064,4105207007,4/29/2020,4105,Refinance                                         ,FHA                                               ,231196,691,90.88,28,37,16,5333.33,Own,Houston,TX,TRUE,16,44,8729.51
505906,4/13/2020 12:04,Repeat Client,"Morgan, Matthew",Refinance Team - 4103,75071,4103207209,5/8/2020,4103,Refinance Cash-out                                ,Conventional                                      ,292000,772,80,32,44,16,5333.33,Own,Mckinney,TX,TRUE,16,41,5091.67
505916,4/13/2020 12:27,TV,"Johnson, Adrienne",Refinance Team - 4103,76108,4103207047,4/29/2020,4103,Refinance Cash-out                                ,Conventional                                      ,89400,621,60,32,50,16,2572.54,Own,Fort Worth,TX,TRUE,0,0,0
505930,4/13/2020 12:48,Internet,"Narmour, Derrick",Refinance Team - 4103,77056,4103209563,6/5/2020,4103,Refinance                                         ,Conventional                                      ,505440,805,57.76,21,50,18,17083.34,Own,Houston,TX,TRUE,18,49,0
505934,4/13/2020 12:54,TV,"Benitez, Bryan",Refinance Team - 4102,75126,4102207012,4/24/2020,4102,Refinance                                         ,Conventional                                      ,255500,762,82.41,31,30,16,7875,Own,Forney,TX,TRUE,16,27,3306
505942,4/13/2020 13:10,Internet,"Benitez, Bryan",Refinance Team - 4102,78244,4102207018,,4102,Refinance Cash-out                                ,Conventional                                      ,98000,725,70,16,56,16,13333.33,Own,Leander,TX,TRUE,0,0,0
505945,4/13/2020 13:24,Internet,"Narmour, Derrick",Refinance Team - 4103,76444,41032026187,,4103,Refinance Cash-out                                ,Conventional                                      ,223000,723,75.59,43,47,16,5816,Own,De Leon,TX,TRUE,0,0,0
505950,4/13/2020 13:41,Internet,"Bennett, Eric",Refinance Team - 4101,75044,4101207037,,4101,Refinance                                         ,Conventional                                      ,223500,802,82.77,22,31,16,11000,Own,Garland,TX,TRUE,0,0,0
505976,4/13/2020 15:01,Internet,"Frank, Michael",Refinance Team - 4103,76522,4103207127,,4103,Refinance                                         ,Conventional                                      ,135488,712,72.45,51,42,12,12984.25,Own,Copperas Cove,TX,TRUE,0,0,0
505984,4/13/2020 15:17,Internet,"Milburn, Joe",Purchase Team - 4105,76033,4105207519,5/12/2020,4105,Refinance                                         ,Conventional                                      ,94800,716,44.09,22,39,14,15470.47,Own,Cleburne,TX,TRUE,0,0,0
505987,4/13/2020 15:39,Internet,"Ancell, Susan",Purchase Team - 4105,77365,4105207145,5/28/2020,4105,Refinance                                         ,Conventional                                      ,216600,732,95,46,28,16,4280.02,Own,Porter,TX,TRUE,0,0,0
505998,4/13/2020 16:05,Direct Mail,"Todd, Michael",Refinance Team - 4101,77006,4101207224,,4101,Refinance                                         ,Conventional                                      ,226537.95,744,95,30,29,16,6407.91,Own,Houston,TX,TRUE,0,0,0
506002,4/13/2020 16:22,Internet,"Johnson, Adrienne",Refinance Team - 4103,77880,4103207188,,4103,Refinance                                         ,Conventional                                      ,335774,794,74.61,25,30,16,6850,Own,Washington,TX,TRUE,16,29,3500
506007,4/13/2020 16:40,Repeat Client,"Benitez, Bryan",Refinance Team - 4102,76109,41022015708,8/28/2020,4102,Refinance Cash-out                                ,Conventional                                      ,415000,779,59.28,27,39,16,16845.8,Own,Fort Worth,TX,TRUE,0,0,0
506010,4/13/2020 16:50,Radio,"Benitez, Bryan",Refinance Team - 4102,76123,4102207068,5/8/2020,4102,Refinance Cash-out                                ,Conventional                                      ,220000,757,75.86,39,48,16,5879.58,Own,Fort Worth,TX,TRUE,16,49,3105.4
506014,4/13/2020 16:57,TV,"Mishou, Stephanie",Refinance Team - 4101,75034,4101207297,4/28/2020,4101,Refinance                                         ,Conventional                                      ,239000,779,66.38,36,72,14,3322.37,Own,Frisco,TX,TRUE,16,72,2164.5
506029,4/13/2020 17:36,Radio,"Ancell, Susan",Purchase Team - 4105,76001,4105207591,5/13/2020,4105,Refinance Cash-out                                ,Conventional                                      ,155000,811,51.32,25,59,14,4727.05,Own,Arlington,TX,TRUE,14,61,9154.25
506031,4/13/2020 17:39,Radio,"Nguyen, Tu",Refinance Team - 4102,75022,4102207076,5/26/2020,4102,Refinance Cash-out                                ,Conventional                                      ,310000,717,62,38,55,16,12500.06,Own,Flower Mound,TX,TRUE,0,0,0
506072,4/13/2020 21:19,Internet,"Benitez, Bryan",Refinance Team - 4102,75230,4102207159,5/1/2020,4102,Refinance                                         ,Conventional                                      ,359160,787,57.92,18,44,16,19155.42,Own,Dallas,TX,TRUE,16,39,0
500040,3/17/2020 4:28,Internet,"Vander Plaats, Brian",Refinance Team - 4102,76063,4102206966,8/27/2020,4102,Refinance                                         ,Conventional                                      ,323240,793,60.87,33,39,16,17083.33,Rent,Fort Worth,TX,TRUE,0,0,0
500064,3/17/2020 9:21,Referral,"Sharp, James",Admin,78717,4102205344,5/22/2020,4102,Refinance                                         ,Conventional                                      ,308300,775,84.46,45,34,12,1875,Own,Austin,TX,TRUE,12,33,2246.41
500068,3/17/2020 9:34,Internet,"Knight, Ken",Purchase Team - 4105,75240,41052010245,7/15/2020,4105,Refinance                                         ,Conventional                                      ,277700,798,71.2,30,33,18,8333.33,Own,Dallas,TX,TRUE,0,0,0
500075,3/17/2020 9:54,Referral,"Johnson, Chris",Refinance Team - 4102,75228,4102205302,4/20/2020,4102,Refinance                                         ,Conventional                                      ,358050,764,78.69,48,43,15,8149,Own,Dallas,TX,TRUE,15,45,1112
500100,3/17/2020 11:00,Radio,"Johnson, Chris",Refinance Team - 4102,75056,4102205359,4/30/2020,4102,Refinance                                         ,Conventional                                      ,264584,774,65.32,25,54,16,22718.75,Own,The Colony,TX,TRUE,16,52,5570.18
500102,3/17/2020 11:03,Internet,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,75034,4103205372,4/1/2020,4103,Refinance                                         ,Conventional                                      ,247109,731,71.62,37,53,18,10094,Own,Frisco,TX,TRUE,0,0,0
500103,3/17/2020 11:04,TV,"Ancell, Susan",Purchase Team - 4105,76266,4105205495,5/14/2020,4105,Refinance Cash-out                                ,Conventional                                      ,214500,790,79.73,31,43,14,4070,Own,Sanger,TX,TRUE,14,40,6000
507360,4/19/2020 21:05,Radio,"Johnson, Chris",Refinance Team - 4102,75218,4102207680,5/6/2020,4102,Refinance Cash-out                                ,Conventional                                      ,250000,674,46.72,47,55,12,9143.7,Own,Dallas,TX,TRUE,0,0,0
507399,4/20/2020 8:00,Internet,"Barlow, Steven",Purchase Team - 4105,75229,4105208891,6/7/2020,4105,Refinance Cash-out                                ,Conventional                                      ,334000,771,61.85,32,64,16,9800,Own,Dallas,TX,TRUE,0,0,0
507416,4/20/2020 9:06,Internet,"Johnson, Adrienne",Refinance Team - 4103,76571,4103207501,5/15/2020,4103,Refinance Cash-out                                ,Conventional                                      ,292000,713,80,35,59,16,14166.66,Own,Salado,TX,TRUE,0,0,0
507420,4/20/2020 9:16,Referral,"Johnson, Chris",Refinance Team - 4102,76227,4102207317,,4102,Refinance Cash-out                                ,Conventional                                      ,430000,795,67.5,18,39,16,7168,Own,Aubrey,TX,TRUE,16,37,9250
507422,4/20/2020 9:25,Radio,"Pierson, Dustyn",Refinance Team - 4102,75455,4102207251,,4102,Refinance                                         ,Conventional                                      ,93425,708,71.86,65,73,12,1708.5,Own,Mount Pleasant,TX,TRUE,0,0,0
507431,4/20/2020 9:44,Self Sourced,"Alexander, Gary",Refinance Team - 4102,78734,4102204471,4/30/2020,4102,Refinance Cash-out                                ,Conventional                                      ,401600,771,80,25,32,16,12916,Own,Lakeway,TX,TRUE,0,0,0
507448,4/20/2020 10:24,Internet,"Frank, Michael",Refinance Team - 4103,76109,4103207587,6/18/2020,4103,Refinance Cash-out                                ,Conventional                                      ,388000,766,80,27,42,12,12863.25,Own,Fort Worth,TX,TRUE,12,38,5024.75
507449,4/20/2020 10:29,Self Sourced,"Johnson, Adrienne",Refinance Team - 4103,76259,41032011856,7/11/2020,4103,Refinance Cash-out                                ,Conventional                                      ,295000,701,47.96,29,64,16,14275.26,Own,Ponder,TX,TRUE,0,0,0
506109,4/14/2020 8:36,Internet,"Sharp, James",Admin,77354,4102207048,5/1/2020,4102,Refinance                                         ,Conventional                                      ,334150,678,66.83,16,37,16,18613.14,Own,Magnolia,TX,TRUE,0,0,0
506112,4/14/2020 8:54,Self Sourced,"Alexander, Gary",Refinance Team - 4102,75068,4102206902,4/29/2020,4102,Refinance                                         ,Conventional                                      ,204137,749,74.23,22,40,18,5352.17,Own,Little Elm,TX,TRUE,18,49,7322.7
506119,4/14/2020 9:19,Internet,"Cobb, William",Purchase Team - 4105,75025,4105207706,5/26/2020,4105,Purchase                                          ,VA                                                ,217500,813,100,38,63,14,4250,Rent,Allen,TX,TRUE,0,0,0
506120,4/14/2020 9:21,Internet,"Nguyen, Tu",Refinance Team - 4102,75056,4102206078,4/27/2020,4102,Refinance                                         ,Conventional                                      ,220500,675,73.5,41,54,16,8220.08,Own,The Colony,TX,TRUE,0,0,0
506124,4/14/2020 9:31,TV,"Todd, Michael",Refinance Team - 4101,75034,4101207111,5/19/2020,4101,Refinance Cash-out                                ,Conventional                                      ,297500,664,70,44,57,13,5416.67,Own,Frisco,TX,TRUE,0,0,0
506125,4/14/2020 9:36,Repeat Client,"Weber, Dee",Refinance Team - 4101,76063,4101207056,5/22/2020,4101,Refinance                                         ,Conventional                                      ,377600,687,80,42,46,16,7167,Own,Mansfield,TX,TRUE,16,42,7122.01
506133,4/14/2020 10:03,Radio,"Boldt, Bob",Refinance Team - 4101,75087,4101207110,6/28/2020,4101,Refinance Cash-out                                ,Conventional                                      ,268000,740,77.68,27,37,16,0,Own,Rockwall,TX,TRUE,16,37,9164.13
506141,4/14/2020 10:38,Internet,"Alexander, Gary",Refinance Team - 4102,76020,4102207221,5/4/2020,4102,Refinance                                         ,Conventional                                      ,215600,747,65.33,38,68,14,8577.38,Own,Azle,TX,TRUE,0,0,0
506145,4/14/2020 10:58,Internet,"Narmour, Derrick",Refinance Team - 4103,76002,4103207213,4/23/2020,4103,Refinance Cash-out                                ,Conventional                                      ,221600,711,80,47,45,16,5417.1,Own,Arlington,TX,TRUE,14,41,5150.8
506153,4/14/2020 11:36,TV,"Narmour, Derrick",Refinance Team - 4103,75070,41032016632,11/16/2020,4103,Refinance Cash-out                                ,Conventional                                      ,208000,682,52.92,44,70,12,6434.18,Own,Mckinney,TX,TRUE,12,70,1398.5
506162,4/14/2020 12:04,Internet,"Johnson, Chris",Refinance Team - 4102,77304,4102207137,4/28/2020,4102,Refinance                                         ,Conventional                                      ,222791,793,54.33,26,73,16,4000,Own,Conroe,TX,TRUE,16,71,4417.71
506165,4/14/2020 12:15,Repeat Client,"Milburn, Joe",Purchase Team - 4105,,4105207118,5/8/2020,4105,Refinance                                         ,Conventional                                      ,165800,803,66.32,43,66,12,4263.33,Own,Killeen,TX,TRUE,12,63,1283
506169,4/14/2020 12:29,Internet,"Johnson, Adrienne",Refinance Team - 4103,75068,4103207349,5/11/2020,4103,Refinance Cash-out                                ,Conventional                                      ,425000,816,67.46,34,59,16,13666.31,Own,Little Elm,TX,TRUE,0,0,0
506177,4/14/2020 12:59,Internet,"Frank, Michael",Refinance Team - 4103,77450,4103207199,4/28/2020,4103,Refinance                                         ,Conventional                                      ,215275,812,76.88,19,50,12,11382.62,Own,Katy,TX,TRUE,12,50,0
506181,4/14/2020 13:19,Internet,"Mishou, Stephanie",Refinance Team - 4101,77382,4101207270,5/12/2020,4101,Refinance                                         ,Conventional                                      ,221400,784,51.36,14,54,14,11902.52,Own,Spring,TX,TRUE,16,52,4822.5
506186,4/14/2020 13:36,TV,"Narmour, Derrick",Refinance Team - 4103,75036,4103209903,6/7/2020,4103,Refinance Cash-out                                ,Conventional                                      ,385000,789,71.29,17,37,16,18001,Own,Frisco,TX,TRUE,16,36,4208.33
506190,4/14/2020 13:45,Radio,"Nguyen, Tu",Refinance Team - 4102,76131,4102207140,6/11/2020,4102,Refinance Cash-out                                ,Conventional                                      ,236250,663,75,42,54,16,7040.22,Own,Fort Worth,TX,TRUE,0,0,0
506200,4/14/2020 14:00,Radio,"Knight, Ken",Purchase Team - 4105,75652,4105207143,5/16/2020,4105,Purchase                                          ,Conventional                                      ,488880,766,90,35,29,16,4318,Living Rent Free,Dallas,TX,TRUE,18,29,7916.68
506240,4/14/2020 16:46,Radio,"Sharpe, Jenny",Admin,75154,4103207881,,4103,Refinance                                         ,Conventional                                      ,227270,742,78.36,35,49,18,6737,Own,RED OAK,TX,TRUE,16,47,8916
506241,4/14/2020 16:46,TV,"Corcoran, Karla",Refinance Team - 4103,76248,4103207253,4/22/2020,4103,Refinance Cash-out                                ,Conventional                                      ,510400,695,77.92,35,44,16,11658.61,Own,Keller,TX,TRUE,16,43,7502.56
506246,4/14/2020 17:04,Internet,"Mishou, Stephanie",Refinance Team - 4101,75071,4101207391,,4101,Refinance                                         ,Conventional                                      ,190000,792,69.09,29,35,14,4500,Own,Mckinney,TX,TRUE,14,32,4000
506257,4/14/2020 17:38,Radio,"Boldt, Bob",Refinance Team - 4101,77571,4101207177,5/12/2020,4101,Refinance Cash-out                                ,Conventional                                      ,164000,675,80,44,41,16,5416.67,Own,La Porte,TX,TRUE,16,32,4278.4
506264,4/14/2020 18:13,Internet,"Mishou, Stephanie",Refinance Team - 4101,76148,4101207589,,4101,Refinance                                         ,Conventional                                      ,188220,634,85.82,40,29,12,5356.78,Own,Watauga,TX,TRUE,0,0,0
506265,4/14/2020 18:15,Internet,"Mishou, Stephanie",Refinance Team - 4101,75154,4101207477,,4101,Refinance                                         ,Conventional                                      ,149000,786,82.77,18,32,14,5371.07,Own,Glenn Heights,TX,TRUE,0,0,0
506286,4/14/2020 20:25,Internet,"Johnson, Adrienne",Refinance Team - 4103,75161,4103207415,5/4/2020,4103,Refinance                                         ,Conventional                                      ,136197,773,68.09,24,44,16,6288,Own,Terrell,TX,TRUE,0,0,0
506290,4/14/2020 20:33,TV,"Alexander, Gary",Refinance Team - 4102,78717,4102207291,4/30/2020,4102,Refinance                                         ,Conventional                                      ,246400,739,66.59,26,66,12,11250.03,Own,Austin,TX,TRUE,12,55,3676.03
506299,4/14/2020 22:22,Internet,"Johnson, Chris",Refinance Team - 4102,77581,41022011392,7/9/2020,4102,Refinance                                         ,Conventional                                      ,263000,793,92.28,32,36,12,9166.67,Own,Pearland,TX,TRUE,0,0,0
506316,4/15/2020 7:32,Repeat Client,"Murphy, John",Refinance Team - 4101,76088,4101207203,4/30/2020,4101,Refinance                                         ,Conventional                                      ,270000,818,89.7,11,53,20,12500,Own,Weatherford,TX,TRUE,12,44,5780.88
506343,4/15/2020 9:27,TV,"Barlow, Michael",Refinance Team - 4103,76052,41032012007,7/10/2020,4103,Refinance                                         ,Conventional                                      ,262492,799,88.98,29,44,18,5437.71,Own,Haslet,TX,TRUE,18,43,5300.21
506357,4/15/2020 10:21,Internet,"Lowe, Scott",Refinance Team - 4101,78640,41012014257,8/16/2020,4101,Refinance                                         ,Conventional                                      ,196000,667,78.08,35,30,16,2522.52,Own,Kyle,TX,TRUE,12,36,5559.85
506366,4/15/2020 10:33,Internet,"Matthews, Patrick",Refinance Team - 4103,75116,4103207262,5/1/2020,4103,Refinance Cash-out                                ,Conventional                                      ,70000,630,33.98,35,57,16,5545.13,Own,Duncanville,TX,TRUE,16,73,811.8
506376,4/15/2020 11:04,Internet,"Ancell, Susan",Purchase Team - 4105,78725,4105207468,5/23/2020,4105,Purchase                                          ,FHA                                               ,228779,721,96.5,53,33,12,3794.64,Living Rent Free,Austin,TX,TRUE,0,0,0
506378,4/15/2020 11:07,Self Sourced,"Milburn, Joe",Purchase Team - 4105,,4105207135,5/4/2020,4105,Refinance                                         ,Conventional                                      ,182800,784,68.98,29,39,16,6094,Own,Willow Park,TX,TRUE,16,34,5273
506394,4/15/2020 11:47,Referral,"Vander Plaats, Brian",Refinance Team - 4102,75032,4102208801,7/29/2020,4102,Refinance                                         ,Conventional                                      ,196660,666,89.39,30,61,16,8808.33,Own,Rockwall,TX,TRUE,16,55,5833.34
506404,4/15/2020 12:07,Internet,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,76028,4103207232,5/17/2020,4103,Refinance                                         ,Conventional                                      ,224340,718,75.53,41,39,16,6632.33,Own,Burleson,TX,TRUE,18,38,3327.33
506405,4/15/2020 12:10,TV,"Nguyen, Tu",Refinance Team - 4102,76020,4102207223,4/28/2020,4102,Refinance Cash-out                                ,Conventional                                      ,220000,685,62.85,26,48,16,12315.33,Own,Azle,TX,TRUE,0,0,0
506406,4/15/2020 12:11,Radio,"Corcoran, Karla",Refinance Team - 4103,76058,4103207271,,4103,Refinance                                         ,Conventional                                      ,233750,789,77.91,47,49,18,5763,Own,Joshua,TX,TRUE,0,0,0
506435,4/15/2020 13:25,Internet,"Vander Plaats, Brian",Refinance Team - 4102,77354,4102207355,5/8/2020,4102,Refinance                                         ,Conventional                                      ,151826,730,56.23,49,65,16,6943.06,Own,Magnolia,TX,TRUE,0,0,0
506438,4/15/2020 13:32,Referral,"Narmour, Derrick",Refinance Team - 4103,78230,4103207279,4/29/2020,4103,Refinance Cash-out                                ,Conventional                                      ,195300,755,72.33,37,65,16,3942.78,Own,San Antonio,TX,TRUE,0,0,0
506439,4/15/2020 13:33,Internet,"Narmour, Derrick",Refinance Team - 4103,78636,41032025196,,4103,Refinance                                         ,Conventional                                      ,367050,784,30.58,24,74,16,15800,Own,Johnson City,TX,TRUE,0,0,0
506443,4/15/2020 13:36,Internet,"Narmour, Derrick",Refinance Team - 4103,76266,4103207682,5/5/2020,4103,Refinance Cash-out                                ,Conventional                                      ,416000,801,80,47,58,16,7916.67,Own,Sanger,TX,TRUE,0,0,0
506445,4/15/2020 13:39,TV,"Cobb, William",Purchase Team - 4105,76247,4105207239,5/16/2020,4105,Refinance                                         ,Conventional                                      ,246150,766,89.5,33,61,16,7416,Own,Justin,TX,TRUE,16,56,2667
506449,4/15/2020 13:57,Radio,"Swaney, Daniel",Purchase Team - 4105,75087,4105207266,4/27/2020,4105,Refinance                                         ,Conventional                                      ,418440,687,76.08,21,53,18,20833.34,Own,Rockwall,TX,TRUE,0,0,0
506458,4/15/2020 14:26,TV,"Bennett, Eric",Refinance Team - 4101,77437,4101207753,6/6/2020,4101,Refinance                                         ,Conventional                                      ,296900,765,53.98,42,41,16,9166.67,Own,El Campo,TX,TRUE,16,38,0
506474,4/15/2020 15:02,Internet,"Frank, Michael",Refinance Team - 4103,77375,4103207245,,4103,Refinance                                         ,Conventional                                      ,231150,707,86.25,59,44,12,8689.77,Own,Tomball,TX,TRUE,0,0,0
506475,4/15/2020 15:05,Internet,"Todd, Michael",Refinance Team - 4101,77354,4101207272,,4101,Refinance Cash-out                                ,Conventional                                      ,268500,768,75,31,53,14,6041.66,Own,Magnolia,TX,TRUE,12,64,2666.66
506478,4/15/2020 15:10,Internet,"Mishou, Stephanie",Refinance Team - 4101,77373,4101207354,5/19/2020,4101,Refinance Cash-out                                ,Conventional                                      ,70000,776,57.14,28,59,12,2658.25,Own,Spring,TX,TRUE,0,0,0
507456,4/20/2020 10:40,Repeat Client,"Trejo, Delfino",Refinance Team - 4103,75024,4103207896,5/7/2020,4103,Refinance Cash-out                                ,Conventional                                      ,163936,764,67.74,34,44,14,6204,Own,Plano,TX,TRUE,0,0,0
507467,4/20/2020 11:13,Internet,"Flores, Lupe",Refinance Team - 4101,75752,41012020850,12/22/2020,4101,Refinance Cash-out                                ,Conventional                                      ,393750,767,75,40,53,16,18749.47,Own,Frisco,TX,TRUE,16,58,0
507469,4/20/2020 11:20,TV,"Johnson, Adrienne",Refinance Team - 4103,77586,4103207545,4/29/2020,4103,Refinance Cash-out                                ,Conventional                                      ,225000,767,75,42,61,16,8695.21,Own,Seabrook,TX,TRUE,0,0,0
507472,4/20/2020 11:33,Internet,"Corcoran, Karla",Refinance Team - 4103,76226,4103207869,,4103,Refinance                                         ,Conventional                                      ,350000,777,74.94,45,34,14,6922.5,Own,Lantana,TX,TRUE,18,34,4472.33
507484,4/20/2020 11:57,Repeat Client,"Alexander, Gary",Refinance Team - 4102,75074,4102207562,5/7/2020,4102,Refinance Cash-out                                ,Conventional                                      ,259200,759,80,32,65,18,12850.02,Own,Plano,TX,TRUE,16,69,0
507488,4/20/2020 12:03,TV,"Nguyen, Tu",Refinance Team - 4102,75024,4102207900,5/8/2020,4102,Refinance Cash-out                                ,Conventional                                      ,445000,710,41.78,27,57,16,30961.54,Own,Plano,TX,TRUE,16,53,0
507493,4/20/2020 12:16,Repeat Client,"Cobb, William",Purchase Team - 4105,75110,4105208099,6/8/2020,4105,Purchase                                          ,Conventional                                      ,160075,686,95,36,39,16,5002.67,Rent,Corsicana,TX,TRUE,16,39,2920.72
507495,4/20/2020 12:28,Internet,"Benitez, Bryan",Refinance Team - 4102,77007,4102207521,5/5/2020,4102,Refinance                                         ,Conventional                                      ,213500,803,74.91,31,30,16,5109.58,Own,Houston,TX,TRUE,0,0,0
507497,4/20/2020 12:32,TV,"Trejo, Delfino",Refinance Team - 4103,77554,4103207838,,4103,Refinance                                         ,Conventional                                      ,463546,805,74.16,32,66,16,17400,Own,Houston,TX,TRUE,16,61,3000
507502,4/20/2020 12:44,Radio,"Narmour, Derrick",Refinance Team - 4103,76048,4103207559,5/6/2020,4103,Refinance Cash-out                                ,Conventional                                      ,113000,750,75.33,42,52,16,4077.44,Own,Granbury,TX,TRUE,0,0,0
